
한국방송,#genre#
意大利Rai高清,http://b2everyrai-lh.akamaihd.net/i/raigulp_1@66350/master.m3u8
意大利Rai 少儿,http://b2everyrai-lh.akamaihd.net/i/raiyoyo_1@191405/master.m3u8
意大利Rai 电影,http://b2everyrai-lh.akamaihd.net/i/raimovie_1@67348/master.m3u8
意大利意大利电台,http://radioitaliatv-lh.akamaihd.net/i/radioitaliatv_1@329645/index_720x480_av-p.m3u8
意大利V2 音乐频道,http://de1se01.v2beat.live/playlist.m3u8
墨西哥墨西哥电视,http://bcoveliveios-i.akamaihd.net/hls/live/201661/57828478001/milenio_center_512k@51752.m3u8
音乐20TV,http://m2otv-lh.akamaihd.net/i/m2oTv_1@186074/index_600_av-p.m3u8
当红MTV,http://unilivemtveu-lh.akamaihd.net/i/mtvno_1@346424/index_3500_av-b.m3u8
WSVI-TV,http://dcunilive30-lh.akamaihd.net/i/dclive_1@534251/master.m3u8?fluxustv.m3u8
酷酷频道,http://edge1.tikilive.com:1935/unrestricted_tikilive/25947/amlst:NWKlw6jwyXpz/chunklist_w981409619_b1105254.m3u8?fluxustv.m3u8
红牛电视,http://rbmn-live.akamaized.net/hls/live/590964/BoRB-AT/master_1660.m3u8
NBC电视,http://161.0.157.51/PLTV/88888888/224/3221227040/index.m3u8?fluxustv.m3u8
Jewelry电视,http://wowzaprod134-i.akamaihd.net/hls/live/577814/ccddaf02/playlist.m3u8
Free电视,https://edge.free-speech-tv-live.top.comcast.net/out/u/fstv.m3u8
Darcizzle电视,http://30a-tv.com/darcizzle.m3u8
Docurama电视,https://cinedigm.vo.llnwd.net/conssui/amagi_hls_data_xumo1234A-docuramaA/CDN/master.m3u8
Music电视,https://cmctv.ios.internapcdn.net/cmctv_vitalstream_com/live_1/CMC-TV/master.m3u8?fluxustv.m3u8
CBS新闻,http://cbsnewshd-lh.akamaihd.net/i/CBSNHD_7@199302/master.m3u8
CON电视,https://cinedigm.vo.llnwd.net/conssui/amagi_hls_data_xumo123-contv/CDN/master.m3u8
Dance电视,https://vcndstv.teleosmedia.com/stream/dstv/dstv/seglist_720p.m3u8


央视频道,#genre#
CCTV1综合,http://live-temp-litchi-hls-yf.jstv.com/live/zhibo-cctv1gq/online.m3u8#http://112.50.243.8/PLTV/88888888/224/3221225922/1.m3u8
CCTV2财经,http://112.50.243.8/PLTV/88888888/224/3221225923/1.m3u8
CCTV3综艺,http://ivi.bupt.edu.cn/hls/cctv3.m3u8#http://223.110.241.130:6610/gitv/live1/G_CCTV-3-HQ/.m3u8
CCTV4国际亚洲,http://112.50.243.8/PLTV/88888888/224/3221225802/1.m3u8#https://cctvtxyh5ca.liveplay.myqcloud.com/live/cctv4_2/index.m3u8#http://ivi.bupt.edu.cn/hls/cctv4.m3u8
CCTV4国际欧洲,https://cctvtxyh5ca.liveplay.myqcloud.com/live/cctveurope_2/index.m3u8
CCTV4国际美洲,https://cctvtxyh5ca.liveplay.myqcloud.com/live/cctvamerica_2/index.m3u8
CCTV5+HD,http://112.17.40.140/PLTV/88888888/224/3221226166/index.m3u8
CCTV6电影高清,http://ivi.bupt.edu.cn/hls/cctv6hd.m3u8#https://cctvtxyh5ca.liveplay.myqcloud.com/live/cctv6_2/index.m3u8#http://cctvalih5ca.v.myalicdn.com/live/cctv6_2/index.m3u8
CCTV7国防军事,http://ivi.bupt.edu.cn/hls/cctv7.m3u8#http://112.50.243.8/PLTV/88888888/224/3221225927/1.m3u8
CCTV8电视剧,https://cctvcnch5ca.v.wscdns.com/live/cctv8_2/index.m3u8#https://cctvtxyh5ca.liveplay.myqcloud.com/live/cctv8_2/index.m3u8
CCTV9记录,http://ivi.bupt.edu.cn/hls/cctv9.m3u8
CCTV10蓝光,http://112.17.40.140/PLTV/88888888/224/3221226199/index.m3u8#http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225814/1.m3u8
CCTV10科教,https://cctvalih5ca.v.myalicdn.com/live/cctv10_2/index.m3u8#https://cctvtxyh5ca.liveplay.myqcloud.com/live/cctv10_2/index.m3u8
CCTV11戏曲,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225815/1.m3u8
CCTV12科教,http://112.17.40.140/PLTV/88888888/224/3221226167/index.m3u8#http://112.50.243.8/PLTV/88888888/224/3221225816/1.m3u8
CCTV13新闻,https://liveali.ifeng.com/live/CCTV.m3u8#https://cctvtxyh5ca.liveplay.myqcloud.com/live/cctv13_2/index.m3u8
CCTV14少儿,https://cctvtxyh5ca.liveplay.myqcloud.com/live/cctvchild_2/index.m3u8#https://cctvalih5ca.v.myalicdn.com/live/cctvchild_2/index.m3u8
CCTV15音乐,https://cctvtxyh5ca.liveplay.myqcloud.com/live/cctv15_2/index.m3u8
CCTV17农业农村,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226318/1.m3u8

港澳台,#genre#
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
數碼港台電視 31,http://119.247.144.87:9981/stream/channelid/1585640424
數碼港台電視 32,http://119.247.144.87:9981/stream/channelid/1768169157
香港國際財經台,http://119.247.144.87:9981/stream/channelid/2026334946
香港開電視,http://119.247.144.87:9981/stream/channelid/1148880978#http://119.247.144.87:9981/stream/channelid/1536113430
香港J2台,http://119.247.144.87:9981/stream/channelid/1494366584?ticket=c0190687a29bcad43cdfe8ffbd3d91641cb96ed0&profile=pass
香港無綫新聞台,http://119.247.144.87:9981/stream/channelid/806359166?ticket=140466c54f27b8df02ee55be1f05f7f6b1268e03&profile=pass
明珠台,http://119.247.144.87:9981/stream/channelid/1134632080?ticket=ef8c33429154d6a66c1226a0b93c3e87dbeb5b4e&profile=pass
無綫財經/資訊台,http://119.247.144.87:9981/stream/channelid/256381738?ticket=f253c3f0f8b732d00edd90734389d21731d08eb1&profile=pass
Infonews Channel,http://119.247.144.87:9981/stream/channelid/1239758945?ticket=b682dc6707b79730cf8bec541c92689e49e38328&profile=pass
Chinese Channel,http://119.247.144.87:9981/stream/channelid/1380004765
香港台,http://119.247.144.87:9981/stream/channelid/2064854406?ticket=3deb0a94cb9fafbac3ef7ddb3cae041d63499be3&profile=pass
凤凰资讯,http://112.17.40.140/PLTV/88888888/224/3221226491/index.m3u8#http://125.210.152.18:9090/live/FHZX_1200.m3u8
凤凰中文,http://112.17.40.140/PLTV/88888888/224/3221226368/index.m3u8#rtmp://ivi.bupt.edu.cn:1935/livetv/fhzw
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8#http://zhibo.hkstv.tv/livestream/mutfysrq.flv
TVB 翡翠台,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=188&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv&_res_tag_=video
星空卫视,rtmp://58.200.131.2:1935/livetv/startv#rtmp://ivi.bupt.edu.cn:1935/livetv/startv
靖天映畫,http://61.58.60.230:9319/live/244.m3u8
靖洋卡通台,http://61.58.60.230:9319/live/206.m3u8
靖天卡通台,http://61.58.60.230:9319/live/206.m3u8#http://61.58.60.230:9319/live/207.m3u8
靖天國際台,http://61.58.60.230:9319/live/205.m3u8
靖天育樂台,http://61.58.60.230:9319/live/204.m3u8
靖天資訊台,http://61.58.60.230:9319/live/202.m3u8
大愛一臺HD,http://tv1.wanfudaluye.com/live/live.m3u8
大愛二臺HD,http://tv2.wanfudaluye.com/live/live.m3u8
靖天戲劇台,http://61.58.60.230:9319/live/203.m3u8
靖天日本台,http://61.58.60.230:9319/live/243.m3u8
居家幸福,http://61.58.60.230:9319/live/125.m3u8
国会频道,http://61.58.60.230:9319/live/123.m3u8
靖天歡樂,http://61.58.60.230:9319/live/201.m3u8
澳亚卫视,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=192&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
澳门综艺,http://61.244.22.5/ch6/_definst_/hd_ch6.live/opuylist.m3u8
阳光卫视,http://121.31.30.90:8085/ysten-business/live/yangguangstv/yst.m3u8&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=233&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1

蓝光影视,#genre#
蓝光影视1台,http://112.50.243.8/PLTV/88888888/224/3221226736/1.m3u8
蓝光影视2台,http://112.50.243.8/PLTV/88888888/224/3221225881/1.m3u8
蓝光影视3台,http://112.50.243.8/PLTV/88888888/224/3221226708/1.m3u8
蓝光影视4台,http://112.50.243.8/PLTV/88888888/224/3221226712/1.m3u8
蓝光影视5台,http://112.50.243.8/PLTV/88888888/224/3221225893/1.m3u8
蓝光影视6台,http://112.50.243.8/PLTV/88888888/224/3221226692/1.m3u8
蓝光影视7台,http://112.50.243.8/PLTV/88888888/224/3221226754/1.m3u8
蓝光影视8台,http://112.17.40.145/PLTV/88888888/224/3221226608/index.m3u8
蓝光影视9台,http://112.17.40.145/PLTV/88888888/224/3221226606/index.m3u8
蓝光影视10台,http://112.17.40.145/PLTV/88888888/224/3221226360/index.m3u8
蓝光影视11台,http://stream.guihet.com/migu/index.php?id=625542369
蓝光影视12台,http://39.134.52.206/wh7f454c46tw2522585283_-1736190513/hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226752/index.m3u8?icpid=88888890&RTS=1575014274&from=1&ocs=2_39.134.52.206_80&hms_devid=835&vqe=3
蓝光动画13台,http://112.50.243.8/PLTV/88888888/224/3221226732/1.m3u8
蓝光动画14台,http://112.50.243.8/PLTV/88888888/224/3221226741/1.m3u8
蓝光动漫15台,http://112.50.243.8/PLTV/88888888/224/3221226743/1.m3u8
蓝光影视16台,http://ivi.bupt.edu.cn/hls/chchd.m3u8
NewTV-精品体育,http://112.17.40.140/PLTV/88888888/224/3221226819/index.m3u8#http://121.31.30.91:8081/ysten-business/live/jtiyu/1.m3u8
NewTV-精品记录,http://112.17.40.140/PLTV/88888888/224/3221226763/index.m3u8#http://121.31.30.91:8081/ysten-business/live/jingpinjl/1.m3u8
NewTV-精品大剧,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226331/1.m3u8
NewTV-惊悚悬疑,http://112.17.40.140/PLTV/88888888/224/3221226656/index.m3u8#http://121.31.30.91:8081/ysten-business/live/jingsongxy/1.m3u8
NewTV-军事评论,http://112.17.40.140/PLTV/88888888/224/3221226658/index.m3u8#http://121.31.30.91:8081/ysten-business/live/junshipl/1.m3u
NewTV-军旅剧场,http://112.17.40.140/PLTV/88888888/224/3221226682/index.m3u8#http://121.31.30.91:8081/ysten-business/live/junlvjc/1.m3u8
NewTV-海外剧场,http://112.17.40.140/PLTV/88888888/224/3221226662/index.m3u8
NewTV-金牌综艺,http://112.17.40.140/PLTV/88888888/224/3221226749/index.m3u8#http://121.31.30.91:8081/ysten-business/live/saishijx/1.m3u8
NewTV-健康有约,http://112.17.40.140/PLTV/88888888/224/3221226757/index.m3u8#http://121.31.30.91:8081/ysten-business/live/ljiankangyouyue/1.m3u8NEW
NewTV-中国功夫,http://112.17.40.140/PLTV/88888888/224/3221226759/index.m3u8
NewTV-家庭剧场,http://112.17.40.140/PLTV/88888888/224/3221226642/index.m3u8
NewTV-古装剧场,http://112.17.40.140/PLTV/88888888/224/3221226753/index.m3u8#http://121.31.30.91:8081/ysten-business/live/guzhuangjc/1.m3u8
NewTV-动作电影,http://112.17.40.140/PLTV/88888888/224/3221226747/index.m3u8#http://121.31.30.91:8081/ysten-business/live/dongzuody/1.m3u8
NewTV-潮妈辣婆,http://112.17.40.140/PLTV/88888888/224/3221226666/index.m3u8
NewTV-超级电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
NewTV-搏击,http://112.17.40.140/PLTV/88888888/224/3221226737/index.m3u8#http://121.31.30.91:8081/ysten-business/live/SD-1500k-576P-bokesen/1.m3u8
高清电影HD,http://112.17.40.140/PLTV/88888888/224/3221226176/index.m3u8
动漫电影HD,http://112.17.40.140/PLTV/88888888/224/3221226178/index.m3u8
高清HD,http://112.17.40.140/PLTV/88888888/224/3221226179/index.m3u8
天威HD,http://112.17.40.140/PLTV/88888888/224/3221226181/index.m3u8
歌华HD,http://112.17.40.140/PLTV/88888888/224/3221226245/index.m3u8
数码HD,http://112.17.40.140/PLTV/88888888/224/3221226360/index.m3u8
3D频道,http://112.17.40.140/PLTV/88888888/224/3221226475/index.m3u8
综艺HD,http://112.17.40.140/PLTV/88888888/224/3221226479/index.m3u8
体育HD,http://112.17.40.140/PLTV/88888888/224/3221226481/index.m3u8
科教HD,http://112.17.40.140/PLTV/88888888/224/3221226606/index.m3u8
剧场HD,http://112.17.40.140/PLTV/88888888/224/3221226608/index.m3u8
求索记录HD,http://112.17.40.140/PLTV/88888888/224/3221226610/index.m3u8
动物HD,http://112.17.40.140/PLTV/88888888/224/3221226695/index.m3u8
海看大片蓝光,http://120.221.5.113:8089/PLTV/88888888/224/3221225632/index.m3u8
海看剧场蓝光,http://120.221.5.113:8089/PLTV/88888888/224/3221226053/index.m3u8

CHC电影,http://ivi.bupt.edu.cn/hls/chchd.m3u8
CHC家庭影院,rtmp://ivi.bupt.edu.cn:1935/livetv/chctv
峨眉电影蓝光,http://scgctvshow.sctv.com/hdlive/emei/1.m3u8
欢笑剧场蓝光,http://112.50.243.8/PLTV/88888888/224/3221226729/1.m3u8
北京纪实蓝光,http://112.50.243.8/PLTV/88888888/224/3221225944/1.m3u8
纪实频道蓝光,http://112.50.243.8/PLTV/88888888/224/3221225946/1.m3u8
极速汽车蓝光,http://112.50.243.8/PLTV/88888888/224/3221226140/1.m3u8

综合影视,#genre#
邵氏电影,https://cn-lnsy-cu-live-01.live-play.acgvideo.com/live-bvc/164219/live_97065163_17925468.m3u8
经典 科幻 动作 灾难 巨兽,http://tx2play1.douyucdn.cn/live/252802rbQGaZXUQi.flv
电【周星驰】星爷 华语 经典 电影 神乐,http://tx2play1.douyucdn.cn/live/122402rK7MO9bXSq.flv
【神乐】华语 经典 电影 刘德华 周星驰,http://tx2play1.douyucdn.cn/live/85894rmovieChow.flv
【贝爷影厅】经典 科幻 动作 灾难 巨兽,http://tx2play1.douyucdn.cn/live/252802rbQGaZXUQi.flv
电影可乐 欧美 电影 科幻 经典 动作,http://tx2play1.douyucdn.cn/live/20415rnWbjg6Ex1K.flv
电影【小鸽陪看】动作 枪战 华语 经典,http://tx2play1.douyucdn.cn/live/3928r9p0BHMDG.flv
喜剧电影,http://tx.hls.huya.com/src/30765679-2554414680-10971127511022305280-3048991634-10057-A-0-1.m3u8?wsSecret=d9598e4d699b7af95a02d4b8136f1b20&wsTime=5f76ccc9&u=0&seqid=16015348054555383&ctype=tars_mobile&txyp=o%3An9%3B&fs=bgct&&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*&t=103
赌神电影,http://tx.hls.huya.com/src/29106097-2689446042-11551082794746642432-2789253870-10057-A-0-1-imgplus.m3u8?wsSecret=a2be206b39994b3e665606182cd9045f&wsTime=5f76cd1b&u=0&seqid=16015348904746304&ctype=tars_mobile&txyp=o%3An4%3B&fs=bgct&&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*&t=103
动作悬疑,http://tx.hls.huya.com/src/1524439840-1524439840-6547419257519472640-3049003136-10057-A-0-1.m3u8?wsSecret=d254b47fab35fa4ea683a92a76fcae4d&wsTime=5f76cd40&u=0&seqid=16015349300359677&ctype=tars_mobile&fs=bgct&&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*&t=103
华语电影,http://tx.hls.huya.com/src/1394575536-1394575536-5989656318921670656-2789274528-10057-A-0-1.m3u8?wsSecret=3190585797d6ba6d4ac96c62fb3c3bdc&wsTime=5f76cd66&u=0&seqid=16015349509343055&ctype=tars_mobile&fs=bgct&&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*&t=103
周末影院,http://hlslive.video.ptqy.gitv.tv/tslive/c15_lb_fengxiaogang_1080p_t5/c15_lb_fengxiaogang_1080p_t5.m3u8?pv=0.2&qd_src=ih5&qd_tm=1601540654806&qd_ip=119.50.12.163&qd_sc=aa49d496afab870be956bbe9b522accb
精品电影,http://mgsp.live.miguvideo.com:8088/wd_r3/virtuallive/5100179837/150/index.m3u8?msisdn=202010011620031fba59cdcd714383a7350076e8627209&mdspid=&spid=800033&netType=0&sid=5500240695&pid=2028597139&timestamp=20201001162003&Channel_ID=0116_25000000-99000-100300010010001&ProgramID=625574378&ParentNodeID=-99&assertID=5500240695&client_ip=119.50.12.163&SecurityKey=20201001162003&mvid=&mcid=&mpid=&playurlVersion=SJ-A1-0.0.3&userid=&jmhm=&videocodec=h264&encrypt=9839138ba37aa33ea171b83109e0d76f
票房收割机,http://hlslive.video.ptqy.gitv.tv/tslive/c19_lb_heibangdianying_720p_t5/c19_lb_heibangdianying_720p_t5.m3u8?pv=0.2&qd_src=ih5&qd_tm=1601540941147&qd_ip=119.50.12.163&qd_sc=18d3e54707a2b0dc0195f2d848592f10
电影1,http://tx.hls.huya.com/src/94525224-2472147404-10617792251071299584-2777026638-10057-A-0-1-imgplus.m3u8?wsSecret=f74f166dcef40c19abf3d6dfc9096a8e&wsTime=5f76e511&u=0&seqid=16015410118019899&ctype=tars_mobile&txyp=o%3An4%3B&fs=bgct&&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*&t=103
温情影院,http://hlslive.video.ptqy.gitv.tv/tslive/c16_lb_chenglong_high_t5/c16_lb_chenglong_high_t5.m3u8?pv=0.2&qd_src=ih5&qd_tm=1601541050799&qd_ip=119.50.12.163&qd_sc=7369df5b260b019174b9d7dd354d50da
华语院线,http://hlslive.video.ptqy.gitv.tv/tslive/c17_lb_huayuyuanxian_720p_t5/c17_lb_huayuyuanxian_720p_t5.m3u8?pv=0.2&qd_src=ih5&qd_tm=1601541081488&qd_ip=119.50.12.163&qd_sc=2bcf48d586a4d54b0320d60a6a9c355e
怀旧剧场,http://hlslive.video.ptqy.gitv.tv/tslive/c20_lb_huaijiujuchang_1080p_t5/c20_lb_huaijiujuchang_1080p_t5.m3u8?pv=0.2&qd_src=ih5&qd_tm=1601541291777&qd_ip=119.50.12.163&qd_sc=c9c1cd156d97bfeb059720ee1809767a
黑帮电影,http://tx.hls.huya.com/src/30765679-2523417522-10837995731143360512-2777068634-10057-A-0-1-imgplus.m3u8?wsSecret=9b35db7acb9abc849a9976da3f116854&wsTime=5f76e687&u=0&seqid=16015413946671631&ctype=tars_mobile&txyp=o%3Ac7%3B&fs=bgct&&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*&t=103
港片搞笑,http://tx.hls.huya.com/src/1524418070-1524418070-6547325756081438720-3048959596-10057-A-0-1.m3u8?wsSecret=744e6c88a8acf6b8aeb11b99784cd0f1&wsTime=5f76e6b3&u=0&seqid=16015414415311252&ctype=tars_mobile&fs=bgct&&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*&t=103
韩国电影,http://hlslive.video.ptqy.gitv.tv/tslive/c19_lb_rihanyuanxian_high_t5/c19_lb_rihanyuanxian_high_t5.m3u8?pv=0.2&qd_src=ih5&qd_tm=1601541626941&qd_ip=119.50.12.163&qd_sc=e0c835723739a4b79153448599038a45
经典港片,http://hlslive.video.ptqy.gitv.tv/tslive/c18_lb_jingdianguangpian_high_t5/c18_lb_jingdianguangpian_high_t5.m3u8?pv=0.2&qd_src=ih5&qd_tm=1601541660235&qd_ip=119.50.12.163&qd_sc=ee823676a711e936aba7db5d07bb4eb9
国产动作,http://tx.hls.huya.com/src/1423782021-1423782021-6115097216827785216-2847687498-10057-A-0-1-imgplus.m3u8?wsSecret=1d08ca5b1cf1c18d316fa42768efcdd5&wsTime=5f76e892&u=0&seqid=16015419285261310&ctype=tars_mobile&txyp=o%3Acs6%3B&fs=bgct&&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*&t=103
开心鬼系列,http://tx.hls.huya.com/src/1448686638-1448686638-6222061732362190848-2789253842-10057-A-0-1.m3u8?wsSecret=99e0a42876767ebd02d08727c9c5776b&wsTime=5f76e8c2&u=0&seqid=16015419761721900&ctype=tars_mobile&fs=bgct&t=103
五福星系列,http://tx.hls.huya.com/src/1356780980-1356780980-5827329936934830080-2713685416-10057-A-0-1.m3u8?wsSecret=9db9165ddae0b998249d190cb78c55d6&wsTime=5f76e8fb&u=0&seqid=16015420118622068&ctype=tars_mobile&txyp=o%3Acs6%3B&fs=bgct&&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*&t=103
【动漫】热血 木叶忍者 草帽路飞 青春,http://tx2play1.douyucdn.cn/live/206858rtestxjl.flv


爱TV系列,#genre#
爱电竞,http://101.71.255.229:6610/zjhs/2/10110/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱动漫,http://101.71.255.229:6610/zjhs/2/10107/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱都市,http://101.71.255.229:6610/zjhs/2/10111/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱江湖,http://101.71.255.229:6610/zjhs/2/10114/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱解密,http://101.71.255.229:6610/zjhs/2/10109/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱经典,http://101.71.255.229:6610/zjhs/2/10106/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱军武,http://101.71.255.229:6610/zjhs/2/10119/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱科幻,http://101.71.255.229:6610/zjhs/2/10113/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱历史,http://101.71.255.229:6610/zjhs/2/10120/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱美食,http://101.71.255.229:6610/zjhs/2/10108/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱奇谈,http://101.71.255.229:6610/zjhs/2/10103/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱时尚,http://101.71.255.229:6610/zjhs/2/10118/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱世界,http://101.71.255.229:6610/zjhs/2/10121/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱玩具,http://101.71.255.229:6610/zjhs/2/10117/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱喜剧,http://101.71.255.229:6610/zjhs/2/10105/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱悬疑,http://101.71.255.229:6610/zjhs/2/10104/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱幼教,http://101.71.255.229:6610/zjhs/2/10112/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱院线,http://101.71.255.229:6610/zjhs/2/10116/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
爱青春,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230130/index.m3u8
爱家庭,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230118/index.m3u8
爱探索,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230112/index.m3u8
爱科学,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230106/index.m3u8
爱猎奇,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230097/index.m3u8
爱谍战,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230092/index.m3u8
爱娱乐,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230077/index.m3u8
爱旅行,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230052/index.m3u8
爱怀旧,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230049/index.m3u8
爱体育,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230034/index.m3u8
爱赛车,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230032/index.m3u8
爱浪漫,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230005/index.m3u8?fmt=ts2hls


电视剧轮播,#genre#
新三国,http://tx.hls.huya.com/src/30765679-2523417353-10837995005293887488-2847699118-10057-A-0-1-imgplus.m3u8?wsSecret=64416f6e95268b47ce250e36520e9985&wsTime=5f76c2f2&u=0&seqid=16015322876123937&ctype=tars_mobile&txyp=o%3Ad2%3B&fs=bgct&&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*&t=103
李小龙传奇,http://tx.hls.huya.com/src/1423787882-1423787882-6115122389631107072-2847699220-10057-A-0-1.m3u8?wsSecret=d6a3dd06db0b55e6be1e16ce30b1d95&wsTime=5f76c321&u=0&seqid=16015323351773924&ctype=tars_mobile&txyp=o%3Acs6%3B&fs=bgct&&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*&t=103
铁齿铜牙纪晓岚,http://tx.hls.huya.com/src/1394565204-1394565204-5989611943319568384-2789253864-10057-A-0-1-imgplus.m3u8?wsSecret=c250ec77e44c09705af8b634a27855a9&wsTime=5f76c3e6&u=0&seqid=16015325310575053&ctype=tars_mobile&txyp=o%3An9%3B&fs=bgct&&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*&t=103
美人心计,http://tx.hls.huya.com/src/1423787860-1423787860-6115122295141826560-2847699176-10057-A-0-1.m3u8?wsSecret=73fbc72ca621894fd9dac6ba0795e935&wsTime=5f76c3ff&u=0&seqid=16015325677156632&ctype=tars_mobile&fs=bgct&t=103
神探狄仁杰,http://tx.hls.huya.com/src/1423787855-1423787855-6115122273666990080-2847699166-10057-A-0-1.m3u8?wsSecret=4f506ecb5d0e963e55b01837b56d508f&wsTime=5f76cad9&u=0&seqid=16015343266588682&ctype=tars_mobile&fs=bgct&&sphdcdn=al_7-tx_3-js_3-ws_7-bd_2-hw_2&sphdDC=huya&sphd=264_*&t=103
我的前半生,http://hlslive.video.ptqy.gitv.tv/tslive/c19_lb_wodeqianbansheng_1080p_t5/c19_lb_wodeqianbansheng_1080p_t5.m3u8?pv=0.2&qd_src=ih5&qd_tm=1601532746281&qd_ip=119.50.12.163&qd_sc=54339b67e739e1dd46fc7575ece4aa17
